LncRNA_GeneId	tx_biotype	gene_id_short	bm_type	group	bm_biotype
ENSG00000225771.1	antisense	ENSG00000225771	notKnown	3	notfound
ENSG00000235545.1	antisense	ENSG00000235545	notKnown	3	antisense
ENSG00000234318.1	lincRNA	ENSG00000234318	notKnown	3	lincRNA
ENSG00000229537.1	lincRNA	ENSG00000229537	notKnown	3	lincRNA
ENSG00000227485.1	lincRNA	ENSG00000227485	notKnown	3	lincRNA
ENSG00000229225.1	lincRNA	ENSG00000229225	notKnown	3	lincRNA
ENSG00000203605.3	lincRNA	ENSG00000203605	notKnown	3	lincRNA
ENSG00000224209.1	processed_transcript	ENSG00000224209	notKnown	3	lincRNA
ENSG00000228734.1	lincRNA	ENSG00000228734	notKnown	3	lincRNA
ENSG00000230798.1	antisense	ENSG00000230798	notKnown	3	antisense
ENSG00000223949.1	antisense	ENSG00000223949	notKnown	3	antisense
ENSG00000226891.1	processed_transcript	ENSG00000226891	notKnown	3	lincRNA
ENSG00000231485.1	lincRNA	ENSG00000231485	notKnown	3	lincRNA
ENSG00000229294.1	processed_transcript	ENSG00000229294	notKnown	3	processed_transcript
ENSG00000237852.1	sense_intronic	ENSG00000237852	notKnown	3	sense_intronic
ENSG00000227466.1	antisense	ENSG00000227466	notKnown	3	antisense
ENSG00000227787.1	processed_transcript	ENSG00000227787	notKnown	3	processed_transcript
ENSG00000231080.1	antisense	ENSG00000231080	notKnown	3	antisense
ENSG00000235200.1	lincRNA	ENSG00000235200	notKnown	3	lincRNA
ENSG00000232284.2	processed_transcript	ENSG00000232284	notKnown	3	antisense
ENSG00000233589.1	antisense	ENSG00000233589	notKnown	3	antisense
ENSG00000234264.1	processed_transcript	ENSG00000234264	notKnown	3	processed_transcript
ENSG00000223883.1	lincRNA	ENSG00000223883	notKnown	3	lincRNA
ENSG00000235446.1	lincRNA	ENSG00000235446	notKnown	3	lincRNA
ENSG00000229639.1	lincRNA	ENSG00000229639	notKnown	3	lincRNA
ENSG00000237919.1	antisense	ENSG00000237919	notKnown	3	antisense
ENSG00000231835.1	antisense	ENSG00000231835	notKnown	3	notfound
ENSG00000228988.1	antisense	ENSG00000228988	notKnown	3	antisense
ENSG00000226088.1	antisense	ENSG00000226088	notKnown	3	antisense
ENSG00000229051.1	processed_transcript	ENSG00000229051	notKnown	3	processed_transcript
ENSG00000226208.1	lincRNA	ENSG00000226208	notKnown	3	lincRNA
ENSG00000235782.1	antisense	ENSG00000235782	notKnown	3	antisense
ENSG00000235079.1	antisense	ENSG00000235079	notKnown	3	antisense
ENSG00000229956.1	processed_transcript	ENSG00000229956	notKnown	3	processed_transcript
ENSG00000237726.1	lincRNA	ENSG00000237726	notKnown	3	lincRNA
ENSG00000227126.1	antisense	ENSG00000227126	notKnown	3	notfound
ENSG00000231985.1	antisense	ENSG00000231985	notKnown	3	antisense
ENSG00000228853.1	sense_intronic	ENSG00000228853	notKnown	3	sense_intronic
ENSG00000225087.1	lincRNA	ENSG00000225087	notKnown	3	lincRNA
ENSG00000227016.1	lincRNA	ENSG00000227016	notKnown	3	lincRNA
ENSG00000233973.1	lincRNA	ENSG00000233973	notKnown	3	lincRNA
ENSG00000223479.2	lincRNA	ENSG00000223479	notKnown	3	lincRNA
ENSG00000241626.1	lincRNA	ENSG00000241626	notKnown	3	notfound
ENSG00000237324.1	antisense	ENSG00000237324	notKnown	3	antisense
ENSG00000233894.1	antisense	ENSG00000233894	notKnown	3	antisense
ENSG00000225495.1	processed_transcript	ENSG00000225495	notKnown	3	notfound
ENSG00000234497.1	antisense	ENSG00000234497	notKnown	3	antisense
ENSG00000229943.1	lincRNA	ENSG00000229943	notKnown	3	lincRNA
ENSG00000224127.1	antisense	ENSG00000224127	notKnown	3	antisense
ENSG00000224149.1	antisense	ENSG00000224149	notKnown	3	antisense
ENSG00000178193.4	antisense	ENSG00000178193	notKnown	3	antisense
ENSG00000225605.1	lincRNA	ENSG00000225605	notKnown	3	lincRNA
ENSG00000230027.1	lincRNA	ENSG00000230027	notKnown	3	lincRNA
ENSG00000237552.1	lincRNA	ENSG00000237552	notKnown	3	lincRNA
ENSG00000230498.1	antisense	ENSG00000230498	notKnown	3	antisense
ENSG00000233099.1	antisense	ENSG00000233099	notKnown	3	antisense
ENSG00000235927.1	processed_transcript	ENSG00000235927	notKnown	3	antisense
ENSG00000237413.1	processed_transcript	ENSG00000237413	notKnown	3	processed_transcript
ENSG00000235011.1	lincRNA	ENSG00000235011	notKnown	3	lincRNA
ENSG00000225598.1	lincRNA	ENSG00000225598	notKnown	3	lincRNA
ENSG00000224326.1	lincRNA	ENSG00000224326	notKnown	3	lincRNA
ENSG00000234184.1	lincRNA	ENSG00000234184	notKnown	3	lincRNA
ENSG00000227960.1	sense_intronic	ENSG00000227960	notKnown	3	sense_intronic
ENSG00000234953.2	processed_transcript	ENSG00000234953	notKnown	3	processed_transcript
ENSG00000236676.1	processed_transcript	ENSG00000236676	notKnown	3	processed_transcript
ENSG00000233290.1	lincRNA	ENSG00000233290	notKnown	3	lincRNA
ENSG00000230817.1	lincRNA	ENSG00000230817	notKnown	3	lincRNA
ENSG00000236268.1	lincRNA	ENSG00000236268	notKnown	3	lincRNA
ENSG00000231364.1	lincRNA	ENSG00000231364	notKnown	3	lincRNA
ENSG00000233008.1	processed_transcript	ENSG00000233008	notKnown	3	processed_transcript
ENSG00000237076.1	lincRNA	ENSG00000237076	notKnown	3	lincRNA
ENSG00000233061.1	sense_intronic	ENSG00000233061	notKnown	3	sense_intronic
ENSG00000223653.1	processed_transcript	ENSG00000223653	notKnown	3	processed_transcript
ENSG00000230285.1	lincRNA	ENSG00000230285	notKnown	3	lincRNA
ENSG00000236915.1	antisense	ENSG00000236915	notKnown	3	antisense
ENSG00000224198.1	antisense	ENSG00000224198	notKnown	3	antisense
ENSG00000227290.1	lincRNA	ENSG00000227290	notKnown	3	lincRNA
ENSG00000224235.1	lincRNA	ENSG00000224235	notKnown	3	lincRNA
ENSG00000237505.1	processed_transcript	ENSG00000237505	notKnown	3	processed_transcript
ENSG00000247275.1	lincRNA	ENSG00000247275	notKnown	3	notfound
ENSG00000237568.1	antisense	ENSG00000237568	notKnown	3	antisense
ENSG00000231999.2	antisense	ENSG00000231999	notKnown	3	antisense
ENSG00000230735.1	processed_transcript	ENSG00000230735	notKnown	3	processed_transcript
ENSG00000231613.1	sense_intronic	ENSG00000231613	notKnown	3	sense_intronic
ENSG00000237081.1	lincRNA	ENSG00000237081	notKnown	3	notfound
ENSG00000232236.1	antisense	ENSG00000232236	notKnown	3	notfound
ENSG00000229201.1	lincRNA	ENSG00000229201	notKnown	3	lincRNA
ENSG00000233593.1	processed_transcript	ENSG00000233593	notKnown	3	processed_transcript
ENSG00000225446.1	lincRNA	ENSG00000225446	notKnown	3	lincRNA
ENSG00000223745.1	processed_transcript	ENSG00000223745	notKnown	3	processed_transcript
ENSG00000224093.1	antisense	ENSG00000224093	notKnown	3	antisense
ENSG00000230439.2	processed_transcript	ENSG00000230439	notKnown	3	processed_transcript
ENSG00000233482.1	antisense	ENSG00000233482	notKnown	3	antisense
ENSG00000231363.1	lincRNA	ENSG00000231363	notKnown	3	lincRNA
ENSG00000236098.1	lincRNA	ENSG00000236098	notKnown	3	lincRNA
ENSG00000226835.1	lincRNA	ENSG00000226835	notKnown	3	lincRNA
ENSG00000223675.1	lincRNA	ENSG00000223675	notKnown	3	lincRNA
ENSG00000235565.1	lincRNA	ENSG00000235565	notKnown	3	lincRNA
ENSG00000224081.2	processed_transcript	ENSG00000224081	notKnown	3	lincRNA
ENSG00000237416.2	antisense	ENSG00000237416	notKnown	3	processed_transcript
ENSG00000237416.2	retained_intron	ENSG00000237416	notKnown	3	processed_transcript
ENSG00000235501.1	antisense	ENSG00000235501	notKnown	3	antisense
ENSG00000230427.1	antisense	ENSG00000230427	notKnown	3	antisense
ENSG00000231992.1	processed_transcript	ENSG00000231992	notKnown	3	processed_transcript
ENSG00000226026.1	antisense	ENSG00000226026	notKnown	3	antisense
ENSG00000228852.1	antisense	ENSG00000228852	notKnown	3	antisense
ENSG00000228504.1	lincRNA	ENSG00000228504	notKnown	3	lincRNA
ENSG00000230434.1	lincRNA	ENSG00000230434	notKnown	3	lincRNA
ENSG00000237954.1	lincRNA	ENSG00000237954	notKnown	3	lincRNA
ENSG00000233907.1	lincRNA	ENSG00000233907	notKnown	3	lincRNA
ENSG00000228971.1	lincRNA	ENSG00000228971	notKnown	3	lincRNA
ENSG00000237435.1	lincRNA	ENSG00000237435	notKnown	3	protein_coding
ENSG00000231987.1	lincRNA	ENSG00000231987	notKnown	3	lincRNA
ENSG00000232878.1	antisense	ENSG00000232878	notKnown	3	antisense
ENSG00000232542.1	sense_intronic	ENSG00000232542	notKnown	3	sense_intronic
ENSG00000235777.1	antisense	ENSG00000235777	notKnown	3	antisense
ENSG00000231269.1	processed_transcript	ENSG00000231269	notKnown	3	notfound
ENSG00000226053.1	processed_transcript	ENSG00000226053	notKnown	3	processed_transcript
ENSG00000232825.1	processed_transcript	ENSG00000232825	notKnown	3	processed_transcript
ENSG00000224445.1	lincRNA	ENSG00000224445	notKnown	3	lincRNA
ENSG00000228084.1	antisense	ENSG00000228084	notKnown	3	antisense
ENSG00000224616.1	antisense	ENSG00000224616	notKnown	3	antisense
ENSG00000228086.1	antisense	ENSG00000228086	notKnown	3	antisense
ENSG00000230402.1	lincRNA	ENSG00000230402	notKnown	3	lincRNA
ENSG00000235795.1	antisense	ENSG00000235795	notKnown	3	antisense
ENSG00000233184.1	processed_transcript	ENSG00000233184	notKnown	3	processed_transcript
ENSG00000225938.1	antisense	ENSG00000225938	notKnown	3	antisense
ENSG00000231671.1	lincRNA	ENSG00000231671	notKnown	3	lincRNA
ENSG00000226715.1	lincRNA	ENSG00000226715	notKnown	3	lincRNA
ENSG00000233359.1	lincRNA	ENSG00000233359	notKnown	3	lincRNA
ENSG00000230864.1	lincRNA	ENSG00000230864	notKnown	3	lincRNA
ENSG00000232753.1	lincRNA	ENSG00000232753	notKnown	3	lincRNA
ENSG00000234037.1	lincRNA	ENSG00000234037	notKnown	3	lincRNA
ENSG00000230759.1	lincRNA	ENSG00000230759	notKnown	3	lincRNA
ENSG00000224613.1	antisense	ENSG00000224613	notKnown	3	antisense
ENSG00000215869.3	processed_transcript	ENSG00000215869	notKnown	3	processed_transcript
ENSG00000230768.1	lincRNA	ENSG00000230768	notKnown	3	lincRNA
ENSG00000233047.1	lincRNA	ENSG00000233047	notKnown	3	lincRNA
ENSG00000237480.1	lincRNA	ENSG00000237480	notKnown	3	lincRNA
ENSG00000237460.1	lincRNA	ENSG00000237460	notKnown	3	lincRNA
ENSG00000230489.1	antisense	ENSG00000230489	notKnown	3	antisense
ENSG00000226822.1	lincRNA	ENSG00000226822	notKnown	3	lincRNA
ENSG00000238122.1	processed_transcript	ENSG00000238122	notKnown	3	processed_transcript
ENSG00000188740.6	processed_transcript	ENSG00000188740	notKnown	3	notfound
ENSG00000224698.1	processed_transcript	ENSG00000224698	notKnown	3	processed_transcript
ENSG00000232971.1	antisense	ENSG00000232971	notKnown	3	antisense
ENSG00000203897.3	antisense	ENSG00000203897	notKnown	3	antisense
ENSG00000250110.1	lincRNA	ENSG00000250110	notKnown	3	notfound
ENSG00000254942.1	antisense	ENSG00000254942	notKnown	3	antisense
ENSG00000225113.1	antisense	ENSG00000225113	notKnown	3	antisense
ENSG00000228703.1	antisense	ENSG00000228703	notKnown	3	antisense
ENSG00000241720.1	processed_transcript	ENSG00000241720	notKnown	3	processed_transcript
ENSG00000228420.1	lincRNA	ENSG00000228420	notKnown	3	lincRNA
ENSG00000235005.1	antisense	ENSG00000235005	notKnown	3	antisense
ENSG00000227091.1	antisense	ENSG00000227091	notKnown	3	antisense
ENSG00000235526.1	antisense	ENSG00000235526	notKnown	3	antisense
ENSG00000224965.1	antisense	ENSG00000224965	notKnown	3	antisense
ENSG00000227963.1	processed_transcript	ENSG00000227963	notKnown	3	processed_transcript
ENSG00000224699.1	antisense	ENSG00000224699	notKnown	3	antisense
ENSG00000235407.1	lincRNA	ENSG00000235407	notKnown	3	lincRNA
ENSG00000232811.1	antisense	ENSG00000232811	notKnown	3	antisense
ENSG00000229283.1	antisense	ENSG00000229283	notKnown	3	antisense
ENSG00000231346.1	lincRNA	ENSG00000231346	notKnown	3	lincRNA
ENSG00000227811.2	processed_transcript	ENSG00000227811	notKnown	3	processed_transcript
ENSG00000232558.1	sense_intronic	ENSG00000232558	notKnown	3	sense_intronic
ENSG00000237556.1	antisense	ENSG00000237556	notKnown	3	antisense
ENSG00000240200.1	processed_transcript	ENSG00000240200	notKnown	3	processed_transcript
ENSG00000231437.2	processed_transcript	ENSG00000231437	notKnown	3	processed_transcript
ENSG00000231246.1	lincRNA	ENSG00000231246	notKnown	3	lincRNA
ENSG00000225075.1	antisense	ENSG00000225075	notKnown	3	antisense
ENSG00000215866.2	processed_transcript	ENSG00000215866	notKnown	3	lincRNA
ENSG00000224167.1	lincRNA	ENSG00000224167	notKnown	3	lincRNA
ENSG00000226419.1	processed_transcript	ENSG00000226419	notKnown	3	processed_transcript
ENSG00000236066.1	lincRNA	ENSG00000236066	notKnown	3	lincRNA
ENSG00000238198.1	processed_transcript	ENSG00000238198	notKnown	3	processed_transcript
ENSG00000231128.1	antisense	ENSG00000231128	notKnown	3	antisense
ENSG00000226167.1	processed_transcript	ENSG00000226167	notKnown	3	processed_transcript
ENSG00000235527.2	processed_transcript	ENSG00000235527	notKnown	3	processed_transcript
ENSG00000232895.1	lincRNA	ENSG00000232895	notKnown	3	lincRNA
ENSG00000233730.1	lincRNA	ENSG00000233730	notKnown	3	lincRNA
ENSG00000228035.1	antisense	ENSG00000228035	notKnown	3	antisense
ENSG00000228127.1	lincRNA	ENSG00000228127	notKnown	3	lincRNA
ENSG00000237993.1	antisense	ENSG00000237993	notKnown	3	antisense
ENSG00000235933.1	lincRNA	ENSG00000235933	notKnown	3	lincRNA
ENSG00000229895.1	antisense	ENSG00000229895	notKnown	3	notfound
ENSG00000233154.1	lincRNA	ENSG00000233154	notKnown	3	lincRNA
ENSG00000230381.1	processed_transcript	ENSG00000230381	notKnown	3	lincRNA
ENSG00000224950.1	processed_transcript	ENSG00000224950	notKnown	4	processed_transcript
ENSG00000236137.1	antisense	ENSG00000236137	notKnown	4	antisense
ENSG00000235202.1	lincRNA	ENSG00000235202	notKnown	4	lincRNA
ENSG00000236866.1	antisense	ENSG00000236866	notKnown	4	antisense
ENSG00000251057.1	lincRNA	ENSG00000251057	notKnown	4	notfound
ENSG00000246170.1	lincRNA	ENSG00000246170	notKnown	4	notfound
ENSG00000226172.2	lincRNA	ENSG00000226172	notKnown	4	lincRNA
ENSG00000239216.1	lincRNA	ENSG00000239216	notKnown	4	lincRNA
ENSG00000224238.1	sense_intronic	ENSG00000224238	notKnown	4	antisense
ENSG00000231365.1	antisense	ENSG00000231365	notKnown	4	antisense
ENSG00000227712.1	lincRNA	ENSG00000227712	notKnown	4	lincRNA
ENSG00000232650.1	lincRNA	ENSG00000232650	notKnown	4	lincRNA
ENSG00000230921.1	sense_intronic	ENSG00000230921	notKnown	4	sense_intronic
ENSG00000242959.1	processed_transcript	ENSG00000242959	notKnown	4	notfound
ENSG00000236933.1	antisense	ENSG00000236933	notKnown	4	antisense
ENSG00000227193.1	lincRNA	ENSG00000227193	notKnown	4	lincRNA
ENSG00000223345.2	processed_transcript	ENSG00000223345	notKnown	4	pseudogene
ENSG00000234998.1	antisense	ENSG00000234998	notKnown	4	antisense
ENSG00000233029.2	processed_transcript	ENSG00000233029	notKnown	4	processed_transcript
ENSG00000230806.1	processed_transcript	ENSG00000230806	notKnown	4	lincRNA
ENSG00000227082.1	processed_transcript	ENSG00000227082	notKnown	4	processed_transcript
ENSG00000231429.1	lincRNA	ENSG00000231429	notKnown	4	lincRNA
ENSG00000228826.1	lincRNA	ENSG00000228826	notKnown	4	lincRNA
ENSG00000224857.1	lincRNA	ENSG00000224857	notKnown	4	lincRNA
ENSG00000227552.1	lincRNA	ENSG00000227552	notKnown	4	lincRNA
ENSG00000233798.1	lincRNA	ENSG00000233798	notKnown	4	lincRNA
ENSG00000230880.1	processed_transcript	ENSG00000230880	notKnown	4	lincRNA
ENSG00000203849.5	processed_transcript	ENSG00000203849	notKnown	4	processed_transcript
ENSG00000234978.1	processed_transcript	ENSG00000234978	notKnown	4	processed_transcript
ENSG00000231182.1	lincRNA	ENSG00000231182	notKnown	4	lincRNA
ENSG00000232274.1	lincRNA	ENSG00000232274	notKnown	4	lincRNA
ENSG00000230850.2	processed_transcript	ENSG00000230850	notKnown	4	processed_transcript
ENSG00000237291.1	lincRNA	ENSG00000237291	notKnown	4	lincRNA
ENSG00000232336.1	lincRNA	ENSG00000232336	notKnown	4	lincRNA
ENSG00000225278.1	processed_transcript	ENSG00000225278	notKnown	4	processed_transcript
ENSG00000242569.1	lincRNA	ENSG00000242569	notKnown	4	lincRNA
ENSG00000185044.8	processed_transcript	ENSG00000185044	notKnown	4	lincRNA
ENSG00000238261.3	lincRNA	ENSG00000238261	notKnown	4	lincRNA
ENSG00000226897.1	lincRNA	ENSG00000226897	notKnown	4	lincRNA
ENSG00000235566.1	lincRNA	ENSG00000235566	notKnown	4	lincRNA
ENSG00000223804.1	processed_transcript	ENSG00000223804	notKnown	4	processed_transcript
ENSG00000231734.3	processed_transcript	ENSG00000231734	notKnown	4	lincRNA
ENSG00000226637.1	processed_transcript	ENSG00000226637	notKnown	4	processed_transcript
ENSG00000224363.1	lincRNA	ENSG00000224363	notKnown	4	lincRNA
ENSG00000235398.1	processed_transcript	ENSG00000235398	notKnown	4	lincRNA
ENSG00000236943.1	antisense	ENSG00000236943	notKnown	4	antisense
ENSG00000225241.2	lincRNA	ENSG00000225241	notKnown	4	pseudogene
ENSG00000254539.1	antisense	ENSG00000254539	notKnown	4	antisense
ENSG00000255148.1	antisense	ENSG00000255148	notKnown	4	antisense
ENSG00000254913.1	antisense	ENSG00000254913	notKnown	4	antisense
ENSG00000223380.3	lincRNA	ENSG00000223380	notKnown	4	processed_transcript
ENSG00000227280.1	antisense	ENSG00000227280	notKnown	4	antisense
ENSG00000233396.1	lincRNA	ENSG00000233396	notKnown	4	lincRNA
ENSG00000234222.1	antisense	ENSG00000234222	notKnown	4	antisense
ENSG00000235702.1	antisense	ENSG00000235702	notKnown	4	antisense
ENSG00000234245.2	lincRNA	ENSG00000234245	notKnown	4	lincRNA
ENSG00000249788.1	lincRNA	ENSG00000249788	notKnown	4	notfound
ENSG00000227733.2	sense_intronic	ENSG00000227733	notKnown	4	sense_intronic
ENSG00000234225.1	lincRNA	ENSG00000234225	notKnown	4	lincRNA
ENSG00000237188.1	processed_transcript	ENSG00000237188	notKnown	4	processed_transcript
ENSG00000234610.1	lincRNA	ENSG00000234610	notKnown	4	lincRNA
ENSG00000227139.1	lincRNA	ENSG00000227139	notKnown	4	lincRNA
ENSG00000234482.1	antisense	ENSG00000234482	notKnown	4	antisense
ENSG00000234190.1	lincRNA	ENSG00000234190	notKnown	4	lincRNA
ENSG00000215859.4	processed_transcript	ENSG00000215859	notKnown	4	processed_transcript
ENSG00000229952.1	lincRNA	ENSG00000229952	notKnown	4	lincRNA
ENSG00000251150.1	lincRNA	ENSG00000251150	notKnown	4	notfound
ENSG00000232265.1	lincRNA	ENSG00000232265	notKnown	4	lincRNA
ENSG00000226335.1	lincRNA	ENSG00000226335	notKnown	4	lincRNA
ENSG00000229438.1	lincRNA	ENSG00000229438	notKnown	4	lincRNA
ENSG00000234283.1	processed_transcript	ENSG00000234283	notKnown	4	processed_transcript
ENSG00000231196.2	lincRNA	ENSG00000231196	notKnown	4	lincRNA
ENSG00000238107.1	lincRNA	ENSG00000238107	notKnown	4	lincRNA
ENSG00000244252.1	lincRNA	ENSG00000244252	notKnown	4	lincRNA
ENSG00000224481.1	lincRNA	ENSG00000224481	notKnown	4	lincRNA
ENSG00000215863.2	processed_transcript	ENSG00000215863	notKnown	4	processed_transcript
ENSG00000231551.2	processed_transcript	ENSG00000231551	notKnown	4	processed_transcript
ENSG00000236140.1	lincRNA	ENSG00000236140	notKnown	4	lincRNA
ENSG00000237253.1	lincRNA	ENSG00000237253	notKnown	4	lincRNA
ENSG00000237343.1	lincRNA	ENSG00000237343	notKnown	4	lincRNA
ENSG00000235887.2	lincRNA	ENSG00000235887	notKnown	4	lincRNA
ENSG00000232527.3	lincRNA	ENSG00000232527	notKnown	4	lincRNA
ENSG00000236245.1	lincRNA	ENSG00000236245	notKnown	4	notfound
ENSG00000232721.1	processed_transcript	ENSG00000232721	notKnown	4	processed_transcript
ENSG00000223779.3	processed_transcript	ENSG00000223779	notKnown	4	processed_transcript
ENSG00000233430.2	lincRNA	ENSG00000233430	notKnown	4	lincRNA
ENSG00000234571.1	lincRNA	ENSG00000234571	notKnown	4	lincRNA
ENSG00000230186.1	antisense	ENSG00000230186	notKnown	4	antisense
ENSG00000232151.3	processed_transcript	ENSG00000232151	notKnown	4	processed_transcript
ENSG00000233368.1	lincRNA	ENSG00000233368	notKnown	4	lincRNA
ENSG00000229801.1	lincRNA	ENSG00000229801	notKnown	4	lincRNA
ENSG00000223759.1	processed_transcript	ENSG00000223759	notKnown	4	processed_transcript
ENSG00000234232.1	lincRNA	ENSG00000234232	notKnown	4	lincRNA
ENSG00000233030.2	antisense	ENSG00000233030	notKnown	4	antisense
ENSG00000228126.1	lincRNA	ENSG00000228126	notKnown	4	lincRNA
ENSG00000237781.1	antisense	ENSG00000237781	notKnown	4	antisense
ENSG00000248003.1	lincRNA	ENSG00000248003	notKnown	4	notfound
ENSG00000231073.1	antisense	ENSG00000231073	notKnown	4	antisense
ENSG00000224645.1	antisense	ENSG00000224645	notKnown	4	antisense
ENSG00000237976.1	antisense	ENSG00000237976	notKnown	4	antisense
ENSG00000227045.1	antisense	ENSG00000227045	notKnown	4	antisense
ENSG00000232937.1	processed_transcript	ENSG00000232937	notKnown	4	processed_transcript
ENSG00000203288.3	antisense	ENSG00000203288	notKnown	4	antisense
ENSG00000234614.1	antisense	ENSG00000234614	notKnown	4	antisense
ENSG00000229021.2	processed_transcript	ENSG00000229021	notKnown	4	processed_transcript
ENSG00000226716.1	antisense	ENSG00000226716	notKnown	4	antisense
ENSG00000237975.1	processed_transcript	ENSG00000237975	notKnown	4	processed_transcript
ENSG00000236427.1	antisense	ENSG00000236427	notKnown	4	antisense
ENSG00000227415.1	processed_transcript	ENSG00000227415	notKnown	4	processed_transcript
